Taxa.name,genus,species,Mobility.apparatus,size,Colonial,Filament,centric,Gelatinous,aerotopes,Class,Order,MFG.fromtraits
Pteromonas aculeata,Pteromonas,aculeata,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Pteromonas angulosa,Pteromonas,angulosa,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Pteromonas cordiformis,Pteromonas,cordiformis,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Pteromonas pseudoangulosa,Pteromonas,pseudoangulosa,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Puncticulata bodanica,Puncticulata,bodanica,0,large,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,6a2-LUniCent
Puncticulata radiosa,Puncticulata,radiosa,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Pyramimonas inconstans,Pyramimonas,inconstans,1,small,0,0,0,0,0,Prasinophyceae,Pyramimonadales,NA
Pyramimonas micron,Pyramimonas,micron,1,small,0,0,0,0,0,Prasinophyceae,Pyramimonadales,NA
Quadrichloris carterioides,Quadrichloris,carterioides,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Quadricoccus ellipticus,Quadricoccus,ellipticus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Quadrigula closterioides,Quadrigula,closterioides,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Quadrigula lacustris,Quadrigula,lacustris,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Quadrigula quaternata,Quadrigula,quaternata,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Radiococcus planktonicus,Radiococcus,planktonicus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Radiocystis aphaniticoidea,Radiocystis,aphaniticoidea,0,small,1,0,0,0,1,Cyanophyceae,Chroococcales,5d-SmallChroo
Radiocystis geminata,Radiocystis,geminata,0,small,1,0,0,0,1,Cyanophyceae,Chroococcales,5d-SmallChroo
Rayssiella hemisphaerica,Rayssiella,hemisphaerica,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Rhabdoderma lineare,Rhabdoderma,lineare,0,small,1,0,0,1,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Rhabdoderma tenuissimum,Rhabdoderma,tenuissimum,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Rhizosolenia eriensis,Rhizosolenia,eriensis,0,large,1,0,1,1,0,Coscinodiscophyceae,Rhizosoleniales,6a1-LColCent
Rhizosolenia longiseta,Rhizosolenia,longiseta,0,large,1,0,1,1,0,Coscinodiscophyceae,Rhizosoleniales,6a1-LColCent
Rhodomonas minuta,Rhodomonas,minuta,1,small,0,0,0,1,0,Cryptophyceae,Pyrenomonadales,2d-Crypto
Rhodomonas minuta nannoplanctica,Rhodomonas,minuta nannoplanctica,1,small,0,0,0,1,0,Cryptophyceae,Pyrenomonadales,2d-Crypto
Rhoicosphenia abbreviata,Rhoicosphenia,abbreviata,1,small,0,0,0,1,0,Bacillariophyceae,Cymbellales,7b-SmallPenn
Rhopalodia gibba,Rhopalodia,gibba,1,large,0,0,0,1,0,Bacillariophyceae,Rhopalodiales,6b2-LUniPenn
Romeria chlorina,Romeria,chlorina,0,small,1,1,0,0,0,Cyanophyceae,Pseudanabaenales,5d-SmallChroo
Romeria gracilis,Romeria,gracilis,0,large,1,1,0,0,0,Cyanophyceae,Pseudanabaenales,5c-OtherChroo
Salpingoeca butschli,Salpingoeca,butschli,1,small,0,0,0,1,0,Choanoflagellatea,Choanoflagellida,NA
Salpingoeca frequentissima,Salpingoeca,frequentissima,1,small,0,0,0,1,0,Choanoflagellatea,Choanoflagellida,NA
Salpingoeca globulosa,Salpingoeca,globulosa,1,small,0,0,0,1,0,Choanoflagellatea,Choanoflagellida,NA
Salpingoeca gracilis,Salpingoeca,gracilis,1,small,0,0,0,1,0,Choanoflagellatea,Choanoflagellida,NA
Salpingoeca minor,Salpingoeca,minor,1,small,0,0,0,1,0,Choanoflagellatea,Choanoflagellida,NA
Salpingoeca,Salpingoeca,,1,small,0,0,0,1,0,Choanoflagellatea,Choanoflagellida,NA
Scenedesmus aculeolatus,Scenedesmus,aculeolatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus acuminatus,Scenedesmus,acuminatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus acunae,Scenedesmus,acunae,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus acutiformis,Scenedesmus,acutiformis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus acutus,Scenedesmus,acutus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus acutus single,Scenedesmus,acutus single,0,small,1,0,0,NA,NA,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus acutus acutus,Scenedesmus,acutus acutus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus acutus alternans,Scenedesmus,acutus alternans,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus apiculatus,Scenedesmus,apiculatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus arcuatus,Scenedesmus,arcuatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus armatus,Scenedesmus,armatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus bernardii,Scenedesmus,bernardii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus bicaudatus,Scenedesmus,bicaudatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus bicaudatus brevicaudatus,Scenedesmus,bicaudatus brevicaudatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus bicaudatus fenestratus,Scenedesmus,bicaudatus fenestratus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus denticulatus,Scenedesmus,denticulatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus denticulatus fenestratus,Scenedesmus,denticulatus fenestratus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus dimorphus,Scenedesmus,dimorphus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus disciformis,Scenedesmus,disciformis,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus disciformis disciformis,Scenedesmus,disciformis disciformis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus dispar,Scenedesmus,dispar,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus ecornis,Scenedesmus,ecornis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus ecornis single,Scenedesmus,ecornis single,0,small,1,0,0,NA,NA,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus ecornis polymorphus,Scenedesmus,ecornis polymorphus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus fusiformis,Scenedesmus,fusiformis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus grahneisii,Scenedesmus,grahneisii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus granulatus,Scenedesmus,granulatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus gutwinskii,Scenedesmus,gutwinskii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus insignis,Scenedesmus,insignis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus intermedius acaudatus,Scenedesmus,intermedius acaudatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus intermedius bicaudatus,Scenedesmus,intermedius bicaudatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus intermedius intermedius,Scenedesmus,intermedius intermedius,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus lefevrii,Scenedesmus,lefevrii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus lefevrii manguinii,Scenedesmus,lefevrii manguinii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus linearis,Scenedesmus,linearis,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus lunatus,Scenedesmus,lunatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus magnus,Scenedesmus,magnus,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus oahuensis,Scenedesmus,oahuensis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus obliquus,Scenedesmus,obliquus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus obtusus,Scenedesmus,obtusus,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus obtusus alternans,Scenedesmus,obtusus alternans,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus opoliensis,Scenedesmus,opoliensis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus opoliensis carinatus,Scenedesmus,opoliensis carinatus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus ovalternus,Scenedesmus,ovalternus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus pannonicus,Scenedesmus,pannonicus,0,large,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus parisiensis,Scenedesmus,parisiensis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus pecsensis,Scenedesmus,pecsensis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus praetervisus,Scenedesmus,praetervisus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus protuberans,Scenedesmus,protuberans,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus pulloideus,Scenedesmus,pulloideus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus quadricauda,Scenedesmus,quadricauda,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus semipulcher,Scenedesmus,semipulcher,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus serratus,Scenedesmus,serratus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus smithii,Scenedesmus,smithii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus,Scenedesmus,,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus spinosus,Scenedesmus,spinosus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus tibiscensis,Scenedesmus,tibiscensis,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Scenedesmus verrucosus,Scenedesmus,verrucosus,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Schroederia antillarum,Schroederia,antillarum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Schroederia indica,Schroederia,indica,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Schroederia setigera,Schroederia,setigera,0,large,0,0,0,0,0,Chlorophyceae,Chlorococcales,8a-LargeCoCh
Selenastrum capricornutum,Selenastrum,capricornutum,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Selenochloris quadriloba,Selenochloris,quadriloba,1,small,0,0,0,0,0,Prasinophyceae,Pyramimonadales,NA
Sellaphora bacillum,Sellaphora,bacillum,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Sellaphora pupula,Sellaphora,pupula,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Sellaphora rostrata,Sellaphora,rostrata,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Siderocelis minor,Siderocelis,minor,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Siderocelis oblonga,Siderocelis,oblonga,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Siderocelis ornata,Siderocelis,ornata,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Siderocelis,Siderocelis,,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Skeletonema subsalsum,Skeletonema,subsalsum,0,small,1,1,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Snowella arachnoidea,Snowella,arachnoidea,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Snowella lacustris,Snowella,lacustris,0,large,1,0,0,1,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Snowella rosea,Snowella,rosea,0,large,1,0,0,1,0,Cyanophyceae,Chroococcales,5c-OtherChroo
Snowella septentrionalis,Snowella,septentrionalis,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Snowella,Snowella,,0,small,1,0,0,0,0,Cyanophyceae,Chroococcales,5d-SmallChroo
Sphaerellopsis aulata,Sphaerellopsis,aulata,1,small,0,0,0,0,0,Chlorophyceae,Volvocales,3a-UnicPhyto
Sphaerocystis planctonica,Sphaerocystis,planctonica,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Sphaerocystis schroeteri,Sphaerocystis,schroeteri,0,large,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Sphaerocystis schroeteri single,Sphaerocystis,schroeteri single,0,small,1,0,0,NA,NA,Chlorophyceae,Chlorococcales,11a-NakeChlor
Sphaeroeca volvox,Sphaeroeca,volvox,1,large,0,0,0,0,0,Chrysophyceae,,1a-LargeChry
Spirogyra,Spirogyra,,0,large,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Spondylosium clepsydra,Spondylosium,clepsydra,0,small,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Spondylosium pygmaeum,Spondylosium,pygmaeum,0,small,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Spondylosium,Spondylosium,,0,small,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Spondylosium tetragonum,Spondylosium,tetragonum,0,small,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Staurastrum avicula,Staurastrum,avicula,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum cingulum,Staurastrum,cingulum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum dejectum,Staurastrum,dejectum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum furcatum,Staurastrum,furcatum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum furcigerum,Staurastrum,furcigerum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum hexacerum,Staurastrum,hexacerum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum johnsoni triradiatum,Staurastrum,johnsoni triradiatum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum messikomerii planctonicum,Staurastrum,messikomerii planctonicum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum paradoxum,Staurastrum,paradoxum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum pingue,Staurastrum,pingue,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Staurastrum planctonicum bulbosum,Staurastrum,planctonicum bulbosum,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Staurastrum proboscideum,Staurastrum,proboscideum,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Staurastrum pseudotetracerum,Staurastrum,pseudotetracerum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum punctulatum,Staurastrum,punctulatum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum sebaldii,Staurastrum,sebaldii,0,large,0,0,0,0,0,Zygnematophyceae,Zygnematales,8a-LargeCoCh
Staurastrum sebaldii ornatum,Staurastrum,sebaldii ornatum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum,Staurastrum,,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurastrum teliferum,Staurastrum,teliferum,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurodesmus cuspidatus,Staurodesmus,cuspidatus,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurodesmus dejectus,Staurodesmus,dejectus,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurodesmus incus minor,Staurodesmus,incus minor,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurodesmus patens,Staurodesmus,patens,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurodesmus,Staurodesmus,,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Staurodesmus spencerianus,Staurodesmus,spencerianus,0,small,0,0,0,0,0,Zygnematophyceae,Zygnematales,9a-SmallConj
Stauroneis anceps,Stauroneis,anceps,1,large,0,0,0,1,0,Bacillariophyceae,Naviculales,6b2-LUniPenn
Staurosira brevistriata,Staurosira,brevistriata,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Staurosira construens,Staurosira,construens,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Staurosira leptostauron,Staurosira,leptostauron,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Staurosira mutabilis,Staurosira,mutabilis,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Staurosira pinnata,Staurosira,pinnata,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Staurosirella pinnata,Staurosirella,pinnata,0,small,1,1,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Stelexomonas dichotomus,Stelexomonas,dichotomus,1,small,0,0,0,1,0,Choanoflagellatea,Choanoflagellida,NA
Stephanodiscus alpinus,Stephanodiscus,alpinus,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus binderanus,Stephanodiscus,binderanus,0,small,1,1,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus hantzschii,Stephanodiscus,hantzschii,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus hantzschii tenuis,Stephanodiscus,hantzschii tenuis,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus irregulare,Stephanodiscus,irregulare,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus minutulus,Stephanodiscus,minutulus,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus neoastraea,Stephanodiscus,neoastraea,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus parvus,Stephanodiscus,parvus,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus,Stephanodiscus,,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stephanodiscus tenuis,Stephanodiscus,tenuis,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Stichococcus bacillaris,Stichococcus,bacillaris,0,small,0,0,0,0,0,Trebouxiophyceae,Prasiolales,9d-SmallUnic
Stichococcus mirabilis,Stichococcus,mirabilis,0,small,1,0,0,0,0,Trebouxiophyceae,Prasiolales,11c-OtherCol
Stichogloea olivacea sphaerica,Stichogloea,olivacea sphaerica,0,small,1,0,0,0,0,Phaeothamniophyceae,Phaeothamniales,11c-OtherCol
Stokesiella epipyxis,Stokesiella,epipyxis,1,small,0,0,0,1,0,Chrysophyceae,Chromulinales,2a-SmallChry1
Stomatocyst,Stomatocyst,,0,small,0,0,0,NA,NA,Chrysophyceae,,9c-SmallChry2
Stomatocyst spines,Stomatocyst,spines,0,small,0,0,0,NA,NA,Chrysophyceae,,9c-SmallChry2
Strombomonas,Strombomonas,,1,large,0,0,0,1,0,Euglenophyceae,Euglenales,1c-LargeEugl
Surirella amphioxys,Surirella,amphioxys,1,large,0,0,0,1,0,Bacillariophyceae,Surirellales,6b2-LUniPenn
Surirella brebissonii,Surirella,brebissonii,1,small,0,0,0,1,0,Bacillariophyceae,Surirellales,7b-SmallPenn
Surirella elegans,Surirella,elegans,1,large,0,0,0,1,0,Bacillariophyceae,Surirellales,6b2-LUniPenn
Surirella linearis,Surirella,linearis,1,large,0,0,0,1,0,Bacillariophyceae,Surirellales,6b2-LUniPenn
Surirella minuta,Surirella,minuta,1,small,0,0,0,1,0,Bacillariophyceae,Surirellales,7b-SmallPenn
Surirella ovata,Surirella,ovata,1,small,0,0,0,1,0,Bacillariophyceae,Surirellales,7b-SmallPenn
Surirella,Surirella,,1,large,0,0,0,1,0,Bacillariophyceae,Surirellales,6b2-LUniPenn
Synechococcus ambiguus,Synechococcus,ambiguus,0,small,0,0,0,1,0,Cyanophyceae,Chroococcales,4-UnicCyano
Synechococcus elongatus,Synechococcus,elongatus,0,small,0,0,0,1,0,Cyanophyceae,Chroococcales,4-UnicCyano
Synechococcus nidulans,Synechococcus,nidulans,0,small,0,0,0,1,0,Cyanophyceae,Chroococcales,4-UnicCyano
Synechococcus,Synechococcus,,0,small,0,0,0,1,0,Cyanophyceae,Chroococcales,4-UnicCyano
Synechocystis aquatilis,Synechocystis,aquatilis,0,small,0,0,0,1,0,Cyanophyceae,Chroococcales,4-UnicCyano
Synechocystis parvula,Synechocystis,parvula,0,small,0,0,0,1,0,Cyanophyceae,Chroococcales,4-UnicCyano
Synechocystis septentrionalis,Synechocystis,septentrionalis,0,small,0,0,0,1,0,Cyanophyceae,Chroococcales,4-UnicCyano
Synechocystis,Synechocystis,,0,small,0,0,0,1,0,Cyanophyceae,Chroococcales,4-UnicCyano
Synedra,Synedra,,0,small,1,0,0,1,0,Fragilariophyceae,Fragilariales,7b-SmallPenn
Synura,Synura,,1,small,1,0,0,0,0,Synurophyceae,Synurales,2a-SmallChry1
Tabellaria fenestrata,Tabellaria,fenestrata,0,large,1,0,0,1,0,Fragilariophyceae,Tabellariales,6b1-LColPenn
Tabellaria flocculosa,Tabellaria,flocculosa,0,small,1,0,0,1,0,Fragilariophyceae,Tabellariales,7b-SmallPenn
Teilingia excavata,Teilingia,excavata,0,small,1,1,0,0,0,Zygnematophyceae,Zygnematales,10b-FilaConj
Tetrachlorella alternans,Tetrachlorella,alternans,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Tetrachlorella incerta,Tetrachlorella,incerta,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Tetrachlorella ornata,Tetrachlorella,ornata,0,small,1,0,0,1,0,Chlorophyceae,Chlorococcales,11b-GelaChlor
Tetraedron caudatum,Tetraedron,caudatum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraedron incus,Tetraedron,incus,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraedron minimum,Tetraedron,minimum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraedron minimum tetralobulatum,Tetraedron,minimum tetralobulatum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraedron minimum scrobiculatum,Tetraedron,minimum scrobiculatum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraedron regulare,Tetraedron,regulare,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraedron,Tetraedron,,0,small,0,0,0,NA,NA,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraedron triangulare,Tetraedron,triangulare,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraedron trigonum,Tetraedron,trigonum,0,small,0,0,0,0,0,Chlorophyceae,Chlorococcales,9b-SmallChlor
Tetraselmis arnoldii,Tetraselmis,arnoldii,0,small,0,0,0,0,0,Prasinophyceae,Chlorodendrales,9d-SmallUnic
Tetraselmis cordiformis,Tetraselmis,cordiformis,1,small,0,0,0,0,0,Prasinophyceae,Chlorodendrales,NA
Tetrastrum elegans,Tetrastrum,elegans,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Tetrastrum heteracanthum,Tetrastrum,heteracanthum,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Tetrastrum komarekii,Tetrastrum,komarekii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Tetrastrum punctatum,Tetrastrum,punctatum,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Tetrastrum staurogeniaeforme,Tetrastrum,staurogeniaeforme,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Tetrastrum triacanthum,Tetrastrum,triacanthum,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Tetrastrum triangulare,Tetrastrum,triangulare,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Thalassiosira pseudonana,Thalassiosira,pseudonana,0,small,0,0,1,1,0,Coscinodiscophyceae,Thalassiosirales,7a-SmallCent
Thorakochloris nygaardii,Thorakochloris,nygaardii,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
Thorakochloris tetras,Thorakochloris,tetras,0,small,1,0,0,0,0,Chlorophyceae,Chlorococcales,11a-NakeChlor
