MFG.num,original_phyto_name,phyto_name,Algaebase_Current_22Sep2017,Match.,genus,species,MFG,CSR,flagella,autotroph,size,colonial,centric,gelatinous,aerotopes,filamentous
NA,Gonium sociale (DUJARDIN) WARMING,Gonium sociale,Tetrabaena socialis,FALSE,Tetrabaena,socialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Syncrypta / Synura,Syncrypta / Synura,Syncrypta or Synura,FALSE,Syncrypta,or,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Centric Diatom Large,Centric Diatom Large,Centric Diatom (large),FALSE,Centric,Diatom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Scenedesmus acutus,Scenedesmus acutus,Tetradesmus obliquus,FALSE,Tetradesmus,obliquus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bicosoeca ainikkiae SKUJA,Bicosoeca ainikkiae,Bicosoeca ainikkiae,TRUE,Bicosoeca,ainikkiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Monochrysis agilissima SKUJA,Monochrysis agilissima,Monochrysis agilissima,TRUE,Monochrysis,agilissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bicoeca - syn Bicosoeca  JAMES - CLARKE sp.,Bicosoeca,Bicosoeca,TRUE,Bicosoeca,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified small monoflagellates,Unidentified small monoflagellates,Unidentified small monoflagellates,TRUE,Unidentified,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Centric Diatom  (less than 10um),Centric Diatom  (< 10 um),Centric Diatom  (< 10 um),TRUE,Centric,Diatom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Stichococcus minutissima SKUJA,Stichococcus minutissima,Stichococcus minutissimus,FALSE,Stichococcus,minutissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Stigeoclonium K?ZING 1843 sp.,Stigeoclonium,Stigeoclonium,TRUE,Stigeoclonium,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Bicoeca lacustris,Bicoeca lacustris,Bicosoeca lacustris,FALSE,Bicosoeca,lacustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Asterococcus superbus (CIENKOWSKI) SCHERFFEL 1908,Asterococcus superbus,Asterococcus superbus,TRUE,Asterococcus,superbus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Syncrypta spp. EHRENBERG,Syncrypta,Syncrypta,TRUE,Syncrypta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified small biflagellates,Unidentified small biflagellates,Unidentified small biflagellates,TRUE,Unidentified,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tetrabaena socialis (DUJARDIN) NOZARKI ET ITOH 1994,Tetrabaena socialis,Tetrabaena socialis,TRUE,Tetrabaena,socialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Chilomonas EHRENBERG,Chilomonas,Chilomonas,TRUE,Chilomonas,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Monochrysis SKUJA sp.,Monochrysis,Monochrysis,TRUE,Monochrysis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified small round,Unidentified small round,Unidentified small round,TRUE,Unidentified,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Stichococcus minor KOL,Stichococcus minor,Stichococcus minor,TRUE,Stichococcus,minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Nephrodiella,Nephrodiella,Nephrodiella,TRUE,Nephrodiella,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified flagellate,Unidentified flagellate,Unidentified flagellate,TRUE,Unidentified,flagellate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Haematococcus pluvialis Flotow emend. Wille 1903,Haematococcus pluvialis,Haematococcus lacustris,FALSE,Haematococcus,lacustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Centric Diatoms,Centric Diatoms,Centric Diatoms,TRUE,Centric,Diatoms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Pennate diatoms,Pennate diatoms,Pennate diatoms,TRUE,Pennate,diatoms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Characiopsis BORZI,Characiopsis,Characiopsis,TRUE,Characiopsis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Coenococcus spp.,Coenococcus,Coenococcus,TRUE,Coenococcus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Monodus CHODAT sp.,Monodus,Monodus,TRUE,Monodus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tetracystis BROWN & BOLD sp.,Tetracystis,Tetracystis,TRUE,Tetracystis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Selenastrum gracile,Selenastrum gracile,Messastrum gracile,FALSE,Messastrum,gracile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified filament,Unidentified filament,Unidentified filament,TRUE,Unidentified,filament,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Stichococcus spp. N?ELI,Stichococcus,Stichococcus,TRUE,Stichococcus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Heterochromonas spp BOURRELLY,Heterochromonas,Heterochromonas,TRUE,Heterochromonas,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified spherical colony,Unidentified spherical colony,Unidentified spherical colony,TRUE,Unidentified,spherical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Dictyosphaerium pulchellum WOOD 1874,Dictyosphaerium pulchellum,Mucidosphaerium pulchellum,FALSE,Mucidosphaerium,pulchellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified small oval,Unidentified small oval,Unidentified small oval,TRUE,Unidentified,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Peridinium lomnickii WOLOZYNSKA 1916,Peridinium lomnickii,Chimonodinium lomnickii,FALSE,Chimonodinium,lomnickii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Chlamydocapsa sp,Chlamydocapsa sp,Chlamydocapsa,FALSE,Chlamydocapsa,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified blue-green,Unidentified blue-green,Unidentified blue-green,TRUE,Unidentified,blue-green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Uroglena americana CALKINS 1892,Uroglena americana,Uroglenopsis americana,FALSE,Uroglenopsis,americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified green filament,Unidentified green filament,Unidentified green filament,TRUE,Unidentified,green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified rods,Unidentified rods,Unidentified rods,TRUE,Unidentified,rods,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified green cell,Unidentified green cell,Unidentified green cell,TRUE,Unidentified,green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Scenedesmus obliquus (TURPIN) K?ZING,Scenedesmus obliquus,Tetradesmus obliquus,FALSE,Tetradesmus,obliquus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified 'bean' like object,Unidentified 'bean' like object,XXXX,FALSE,XXXX,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Chlorella ellipsoidea GERNECK,Chlorella ellipsoidea,Chloroidium ellipsoideum,FALSE,Chloroidium,ellipsoideum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Aphanothece clathrata  WEST & G.S.WEST 1906,Aphanothece clathrata,Anathece clathrata,FALSE,Anathece,clathrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Chlorella saccharophila (KRUGER) MIGULA,Chlorella saccharophila,Chloroidium saccharophilum,FALSE,Chloroidium,saccharophilum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Ellipsoidion PASCHER,Ellipsoidion,Ellipsoidion,TRUE,Ellipsoidion,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Scourfieldia BOURRELLY sp.,Scourfieldia,Scourfieldia,TRUE,Scourfieldia,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified ovoid cyano,Unidentified ovoid cyano,Unidentified ovoid cyano,TRUE,Unidentified,ovoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Chlamydocapsa planctonica (W & GS WEST) FOTT 1972,Chlamydocapsa planctonica,Chlamydocapsa planctonica,TRUE,Chlamydocapsa,planctonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Unidentified colonial green,Unidentified colonial green,Unidentified colonial green,TRUE,Unidentified,colonial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Coenococcus subaryl,Coenococcus subaryl,Coenococcus,FALSE,Coenococcus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
