phyto_name
Cyclotella
Aulacoseira larger
Aulacoseira smaller
Nitzschia smallest
Nitzschia aciculate
Nitzschia largest
Stephanodiscus
Synedra large
Achnanthes
Navicula
Cymbella
Gomphonema
Aulacoseira giant
Synedra small
Cryptomonas ovata
Cryptomonas
Plagioselmis nannoplanctica
Dolichospermum
Anabaenopsis
Aphanocapsa
Botryococcus
Chroococcus small round
Chroococcus large round
Chroococcus large square
Cylindrospermopsis
Cyano spiral
Gomphosphaeria
Lyngbya curvy thin
Merismopedia
Merismopedia tenuissima
Pseudanabaena
Raphidiopsis
Planktolyngbya
BG indiv
Microcystis aeruginosa
Oscillatoria thick
Dinobryon
Mallomonas
Peridiniopsis kulczynskii
Peridiniopsis quadridens
Gymnodinium small
Peridinium
UFO dinoflag
Ceratium
Euglena
Phacus
Strombomonas gibberosa
Trachelomonas
Actinastrum hantzschii
Monoraphidium griffithii
Monoraphidium contortum
Carteria
Chlamydomonas globosa
Chlamydomonas gracilis
Chlorella
Chlorogonium spirales
Closteriopsis longissima
Coelastrum sphaericum
Cosmarium medium
Cosmarium small
Crucigenia tetrapedia
Crucigeniella
Dictyosphaerium ehrenbergianum
Franceia
Golenkinia
Gonium pectorale
Kirchneriella
Lagerheimia quadriseta
Lagerheimia subsalsa
Micractinium pusillum
Monoraphidium
Oocystis large
Oocystis medium
Oocystis pusilla
Pediastrum duplex
Desmodesmus abundans
Tetradesmus obliquus
Desmodesmus denticulatus
Tetradesmus dimorphus
Scenedesmus eyeball
Scenedesmus long thin
Desmodesmus opoliensis
Scenedesmus quadricauda
Scenedesmus semipulcher
Scenedesmus wide no spine
Schroederia setigera
Selenastrum medium
Selenastrum minutum
Staurastrum
Tetraedriella regularis
Tetraedron large triangle
Tetraedron small triangle
Tetraedron
Tetrastrum staurogeniaeforme
Tetrastrum triangulare
Tetrastrum
2 cell
Microflagellate
Eunotia
Fragilaria tenera
Lagerheimia genevensis
Monoraphidium minutum
Scenedesmus
Aphanizomenon
Chroococcus microscopicus
Chroococcus minimus
Glaucospira
Carteria pseudoglobosa
Sphaerocystis
Planktolyngbya limnetica
Snowella
Gymnodinium
Aulacoseira alpigena
Aulacoseira
Nitzschia acicularis
Nitzschia fruticosa
Nitzschia
Acutodesmus acuminatus
Lagerheimia
Mucidosphaerium pulchellum
Sphaerocystis planctonica
Tetraedron minimum
Cylindrospermopsis acuminatocrispa
Planktothrix
Rhabdogloea
Achnanthidium
Chlamydomonas
Ochromonas variabilis
Planktolyngbya microspira
Romeria
Achnanthidium catenatum
Amphora
Crucigenia crucifera
Achnanthidium minutissimum
Ankistrodesmus arcuatus
Closteriopsis acicularis
Coelastrum
Anabaenopsis circularis
Kirchneriella irregularis
Kirchneriella obesa
Monoraphidium tortile
Tetradesmus bernardii
Tetraedron caudatum
Planktothrix suspensa
Fragilaria
Pseudanabaena limnetica
Oocystis
Romeria simplex
Plagioselmis
Chroococcus minutus
Actinastrum
Cosmarium
Dictyosphaerium
Chroococcus minor
Ochromonas
Desmodesmus communis
Tetrastrum elegans
Coelastrum astroideum
Schroederia
Synechococcus
Ulnaria ulna
Lepocinclis
Drepanochloris nannoselene
Ceratium furcoides
Pseudoschroederia robusta
Fragilaria crotonensis
